l4_id,l4_width,l4_step,l4_flops,l4_force_loss_neutral,l2_id,l2_width,l2_step,l2_flops,l2_force_loss_neutral,compute_ratio_l2_over_l4,log10_compute_difference,matching_rule,valid_match,l2_is_frontier_owner,l4_is_beyond_C_common_max
esen_lmax4_w40_s300000,40,300000,5.550244150683331e+17,0.0007995182703786,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,0.6709690566747876,-0.17329750788653875,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",False,True,True
esen_lmax4_w40_s325000,40,325000,6.012388360816084e+17,0.0007727222304621,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,0.6193947993062234,-0.20803244547921815,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",False,True,True
esen_lmax4_w40_s350000,40,350000,6.474782643733766e+17,0.0007472823645674,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,0.575160941611352,-0.24021061396489993,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",False,True,True
esen_lmax4_w40_s375000,40,375000,6.93710682386059e+17,0.0007246693086998,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,0.5368292829641441,-0.2701638022971864,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",False,True,True
esen_lmax4_w40_s400000,40,400000,7.39985889041439e+17,0.0007056127015494,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,0.5032585265812017,-0.29820885823603843,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",False,True,True
esen_lmax4_w40_s425000,40,425000,7.861955105702054e+17,0.0006860078541245,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,0.47367887911211926,-0.32451597961563017,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",False,True,True
esen_lmax4_w40_s450000,40,450000,8.32413350789193e+17,0.000670959019072,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,0.44737894683789836,-0.34932445718006894,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",False,True,True
esen_lmax4_w40_s475000,40,475000,8.786362242754088e+17,0.0006551830535791,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,0.4238434495652492,-0.3727945244086406,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",False,True,True
esen_lmax4_w40_s500000,40,500000,9.248731097797883e+17,0.0006412297717711,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,0.4026543795813724,-0.39506757282219596,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",False,True,True
esen_lmax4_w40_s525000,40,525000,9.710851983033723e+17,0.000626840950674,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,0.38349282726224204,-0.41624275455609544,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",False,True,True
esen_lmax4_w64_s350000,64,350000,1.0328043421615299e+18,0.0006214341292885,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,0.36057575767979433,-0.44300347522816697,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",False,True,True
esen_lmax4_w64_s375000,64,375000,1.106550512032323e+18,0.0006073723225441,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,0.3365451501404186,-0.4729566635604534,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",False,True,True
esen_lmax4_w64_s400000,64,400000,1.180364934844419e+18,0.0005925694326203,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,0.3154992131810158,-0.5010017194993055,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",False,True,True
esen_lmax4_w64_s425000,64,425000,1.2540747416295767e+18,0.0005776618714456,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,0.29695535349509045,-0.5273088408788972,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",False,True,True
esen_lmax4_w64_s450000,64,450000,1.327797658196814e+18,0.0005634988220971,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,0.28046758925272575,-0.5521173184433359,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",False,True,True
esen_lmax4_w64_s475000,64,475000,1.401528603420046e+18,0.0005511909244114,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,0.26571288470397597,-0.5755873856719076,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",False,True,True
esen_lmax4_w64_s500000,64,500000,1.4752818994680056e+18,0.0005410657215534,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,0.25242918546222665,-0.5978604340854629,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",False,True,True
esen_lmax4_w64_s525000,64,525000,1.5489956414014144e+18,0.0005303900841841,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,0.24041656300139874,-0.6190356158193624,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",False,True,True
